"stco","ppt","year"
17027,791.786076694443,2018
17029,808.37545417704,2018
17031,645.816935310065,2018
17033,787.305488051055,2018
17035,861.768331987511,2018
17037,612.449785115428,2018
17039,532.795602928255,2018
17041,643.694478129412,2018
17043,644.438107144355,2018
17045,733.743642405241,2018
17047,689.781590186824,2018
17049,835.330899742775,2018
17051,826.701604361766,2018
17053,532.520415903628,2018
17055,685.329998599052,2018
17057,597.999893500888,2018
17059,624.291981668728,2018
17061,660.983849107619,2018
17063,476.541749733707,2018
17065,610.428421974165,2018
17067,556.634587007692,2018
17069,702.56983387651,2018
17071,491.708509456857,2018
17073,632.08201023023,2018
17075,496.552724485399,2018
17077,731.874596157631,2018
17079,824.236166133396,2018
17081,624.368334709208,2018
17083,657.016612106902,2018
17085,731.12603192871,2018
17087,672.931386944948,2018
17089,710.682608224059,2018
17091,413.01199913415,2018
17093,586.94346924384,2018
17095,557.221333518721,2018
17097,685.805512364737,2018
17099,571.736499100706,2018
17101,685.823860622176,2018
17103,707.315194891935,2018
17105,520.367382088843,2018
17107,565.019190362954,2018
17109,592.620970578945,2018
17111,663.166331909617,2018
17113,493.701601244601,2018
17115,601.533898137312,2018
17117,683.773085413063,2018
17119,712.496541969538,2018
17121,778.972418338189,2018
17123,566.195939662984,2018
17125,646.104945050165,2018
17127,784.420280022798,2018
17129,677.873891841156,2018
17131,596.001623657656,2018
17133,706.672582369237,2018
17135,748.982757870937,2018
17137,673.047157030683,2018
17139,650.153382614566,2018
17141,744.344419353064,2018
17143,525.164684687657,2018
17145,793.362587010385,2018
17147,560.69486851503,2018
17149,527.888462356167,2018
17151,777.768870599439,2018
17153,690.57001548071,2018
17155,643.678747928564,2018
17157,756.214425599129,2018
17159,717.441739425139,2018
17161,626.441615336699,2018
17163,745.73372789236,2018
17165,655.322732823926,2018
17167,694.33781802191,2018
17169,717.748254080903,2018
17171,576.86686841599,2018
17173,814.224430038519,2018
17175,566.349709343173,2018
17177,743.764020491467,2018
17179,589.163143530281,2018
17181,676.608462346326,2018
17183,668.697309843802,2018
17185,733.890198907268,2018
17187,493.962716767435,2018
17189,796.331834451932,2018
17191,705.283667496257,2018
17193,577.63803878807,2018
17195,656.960894224769,2018
17197,517.563740412681,2018
17199,711.170135407667,2018
17201,774.707410525393,2018
17203,510.307664487119,2018
18001,704.131586733429,2018
18003,698.012556594325,2018
18005,780.956548484905,2018
18007,583.648570878247,2018
18009,727.432059582776,2018
18011,633.308582309458,2018
18013,714.437909312184,2018
18015,691.241091053411,2018
18017,613.449688697582,2018
18019,786.231203169438,2018
18021,731.314193496269,2018
18023,628.516547629414,2018
18025,765.104794082403,2018
18027,656.920140604422,2018
18029,747.391119684274,2018
18031,832.857586543056,2018
18033,628.599569577353,2018
18035,711.368977913163,2018
18037,742.356216606127,2018
18039,647.725498261359,2018
18041,726.082443031453,2018
18043,727.48650897626,2018
18045,631.500168943491,2018
18047,684.922916624232,2018
18049,609.824431973129,2018
18051,740.407936598624,2018
18053,693.496445994778,2018
18055,665.082216287726,2018
18057,633.325778321414,2018
18059,748.595412001664,2018
18061,720.654420692862,2018
18063,684.602403545324,2018
18065,762.109253397224,2018
18067,742.738807643229,2018
18069,677.156616165609,2018
18071,744.235725914428,2018
18073,497.163138200823,2018
18075,671.252126994574,2018
18077,795.725367943878,2018
18079,780.725236390743,2018
18081,654.552285619061,2018
18083,676.085470123895,2018
18085,619.424602717947,2018
18087,706.627234416442,2018
18089,469.350751675162,2018
18091,568.605621851531,2018
18093,757.654123434862,2018
18095,651.814815817917,2018
18097,658.375024256167,2018
18099,609.438292637337,2018
18101,717.899134334521,2018
18103,651.872179982199,2018
18105,689.756035090545,2018
18107,690.743752788822,2018
18109,660.63928875485,2018
18111,503.887460042941,2018
18113,626.719678106367,2018
18115,794.066872597305,2018
18117,757.655549820933,2018
18119,725.299954129464,2018
18121,786.207821306094,2018
18123,760.393330162473,2018
18125,738.018394108047,2018
18127,521.920195732501,2018
18129,651.51000153101,2018
18131,532.193982308125,2018
18133,713.682027467944,2018
18135,740.335285007696,2018
18137,783.596162379007,2018
18139,772.649903498684,2018
18141,636.954916293686,2018
18143,737.213703833395,2018
18145,716.343992021182,2018
18147,755.215472945005,2018
18149,565.870496296229,2018
18151,693.817250433911,2018
18153,754.591141727429,2018
18155,815.550616090377,2018
18157,606.093741627325,2018
18159,688.05785852369,2018
18161,685.088619990982,2018
18163,683.49993538691,2018
18165,684.513113780606,2018
18167,766.314545630814,2018
18169,668.523509233591,2018
18171,615.615204561823,2018
18173,757.964018087897,2018
18175,749.343113446093,2018
18177,745.645997712461,2018
18179,695.045152107273,2018
18181,591.213147807888,2018
18183,691.595620905996,2018
19001,596.844132777963,2018
19003,552.46777384975,2018
19005,804.318369759067,2018
19007,467.869935925136,2018
19009,685.063204792982,2018
19011,666.723969802959,2018
19013,702.956224714412,2018
19015,770.119194248993,2018
19017,838.696250219084,2018
19019,774.383734693287,2018
19021,709.226136549927,2018
19023,829.811846841654,2018
19025,810.929688285969,2018
19027,747.74432096262,2018
19029,660.97747986219,2018
19031,582.043107836052,2018
19033,919.06767053792,2018
19035,657.474859390494,2018
19037,895.592865607615,2018
19039,559.097794220102,2018
19041,767.404182817727,2018
19043,714.840815675019,2018
19045,632.824144486259,2018
19047,731.998175633703,2018
19049,651.427904378364,2018
19051,476.264489735698,2018
19053,577.426073158801,2018
19055,767.274193917333,2018
19057,483.611743857732,2018
19059,858.89761278323,2018
19061,727.403140138771,2018
19063,864.941796530379,2018
19065,749.655310655958,2018
19067,912.119604912148,2018
19069,842.289282089034,2018
19071,560.054074873308,2018
19073,715.109813248118,2018
19075,711.368396865885,2018
19077,650.610156780213,2018
19079,811.052161956376,2018
19081,879.317587084034,2018
19083,711.002979482256,2018
19085,761.884647726546,2018
19087,521.143604809478,2018
19089,836.60237225757,2018
19091,895.646074193205,2018
19093,663.820462299946,2018
19095,661.913179342931,2018
19097,714.957475856355,2018
19099,636.107112901106,2018
19101,560.411559629151,2018
19103,625.506063648315,2018
19105,715.668041357579,2018
19107,637.251021769218,2018
19109,755.697136184135,2018
19111,486.257187389337,2018
19113,700.967203018839,2018
19115,543.561739887954,2018
19117,528.198291821251,2018
19119,781.338299158985,2018
19121,590.795688926973,2018
19123,580.332902346306,2018
19125,550.852084358143,2018
19127,696.630284017656,2018
19129,650.595988125691,2018
19131,849.728410702116,2018
19133,690.371433759545,2018
19135,475.534606465636,2018
19137,639.308533270957,2018
19139,579.941611866665,2018
19141,764.923521546562,2018
19143,883.744333122906,2018
19145,549.855848226829,2018
19147,803.062146312491,2018
19149,649.827284906709,2018
19151,892.187954871134,2018
19153,708.746847418069,2018
19155,745.428488930928,2018
19157,605.277477168548,2018
19159,537.487801370224,2018
19161,756.956626652234,2018
19163,552.884224922958,2018
19165,763.605539887147,2018
19167,744.022438963785,2018
19169,824.827417002801,2018
19171,620.041012740865,2018
19173,524.619262922005,2018
19175,602.068855523873,2018
19177,541.82472634877,2018
19179,531.471636679468,2018
19181,558.616274716563,2018
19183,597.827992124792,2018
19185,533.176987368811,2018
19187,937.355651592022,2018
19189,806.419786782641,2018
19191,844.073361933484,2018
19193,644.024405793386,2018
19195,854.781812013095,2018
19197,897.742955621113,2018
20001,668.720158145273,2018
20003,661.776758440807,2018
20005,529.249156595865,2018
20007,618.205629684505,2018
20009,506.268055217957,2018
20011,626.885018139413,2018
20013,507.264828802994,2018
20015,602.708505950337,2018
20017,529.310077345921,2018
20019,572.938196143437,2018
20021,578.099087391382,2018
20023,397.833262271971,2018
20025,538.293197218156,2018
20027,493.222680790754,2018
20029,509.685282102335,2018
20031,605.573161362604,2018
20033,558.030125313679,2018
20035,584.671282383108,2018
20037,630.393100597785,2018
20039,482.02720828497,2018
20041,473.840625742999,2018
20043,562.638950926081,2018
20045,399.873973763539,2018
20047,530.988025365147,2018
20049,590.167428546857,2018
20051,554.972096239883,2018
20053,499.626669976044,2018
20055,445.567410798881,2018
20057,505.519886668023,2018
20059,508.3261821583,2018
20061,453.410191232576,2018
20063,510.756111656816,2018
20065,583.19165820182,2018
20067,443.40303603719,2018
20069,469.887098988066,2018
20071,325.318377409039,2018
20073,574.624309524201,2018
20075,387.037664348711,2018
20077,582.913867542321,2018
20079,564.260226220377,2018
20081,466.40349739985,2018
20083,503.527294301767,2018
20085,448.823865543186,2018
20087,416.054661152171,2018
20089,489.03775886534,2018
20091,419.261759663256,2018
20093,413.89958391116,2018
20095,623.512025807748,2018
20097,591.40735194321,2018
20099,680.623343226438,2018
20101,472.272234098126,2018
20103,443.413881557839,2018
20105,432.222900367268,2018
20107,569.315036203697,2018
20109,339.72833241018,2018
20111,522.329171519089,2018
20113,537.855436619255,2018
20115,517.538470280617,2018
20117,477.131646179405,2018
20119,482.553937820046,2018
20121,507.081299845148,2018
20123,484.388578931648,2018
20125,638.705432832303,2018
20127,479.364700602834,2018
20129,390.981682544958,2018
20131,442.275905771804,2018
20133,604.841696028384,2018
20135,461.611818467632,2018
20137,533.83220095164,2018
20139,461.844764804258,2018
20141,472.912350635523,2018
20143,525.634557291512,2018
20145,492.980401572603,2018
20147,545.701120735062,2018
20149,476.599075095767,2018
20151,617.613575621601,2018
20153,414.560744702218,2018
20155,544.749450560111,2018
20157,517.337156101349,2018
20159,558.545862391131,2018
20161,465.041154305004,2018
20163,589.476918292313,2018
20165,456.512327712461,2018
20167,501.633090832965,2018
20169,465.559535664086,2018
20171,404.594221292078,2018
20173,516.731139359345,2018
20175,449.156755892366,2018
20177,428.162078333336,2018
20179,452.403647348496,2018
20181,400.434583059981,2018
20183,487.136140699977,2018
20185,492.133384592264,2018
20187,360.43433555293,2018
20189,422.983639810186,2018
20191,576.426899753848,2018
20193,414.224755512872,2018
20195,569.719128817378,2018
20197,463.76331894325,2018
20199,378.071242984213,2018
20201,553.802307939813,2018
20203,362.988122884768,2018
20205,575.216168982943,2018
20207,590.894368796105,2018
20209,418.751649686014,2018
21001,838.231670166822,2018
21003,768.913841794635,2018
21005,899.620708636583,2018
21007,707.587118794842,2018
21009,776.829964811216,2018
21011,848.053896375027,2018
21013,806.87131697629,2018
21015,764.924443477577,2018
21017,918.398769467756,2018
21019,695.98737289403,2018
21021,966.644877092491,2018
21023,754.44209971319,2018
21025,800.04923115125,2018
21027,749.405531004759,2018
21029,781.564819668542,2018
21031,663.310645272396,2018
21033,746.559346372251,2018
21035,739.580288037624,2018
21037,759.683470872996,2018
21039,621.162469001429,2018
21041,830.373749496645,2018
21043,767.073213064941,2018
21045,968.710012193271,2018
21047,741.840905700151,2018
21049,864.624381389322,2018
21051,807.902872302701,2018
21053,792.83378179916,2018
21055,702.234226310735,2018
21057,792.451219429468,2018
21059,777.687033676907,2018
21061,689.700440420129,2018
21063,764.430402536544,2018
21065,932.910404587667,2018
21067,895.215135776808,2018
21069,846.199379833286,2018
21071,700.376067458171,2018
21073,925.365077067362,2018
21075,683.587402418054,2018
21077,769.954096239858,2018
21079,1026.90487996444,2018
21081,787.135624434023,2018
21083,679.079350836356,2018
21085,755.906543886597,2018
21087,862.468156080138,2018
21089,701.689115441263,2018
21091,826.209793417741,2018
21093,774.502199118941,2018
21095,729.102729403841,2018
21097,869.206128724399,2018
21099,835.447268230921,2018
21101,690.773162538083,2018
21103,807.485772880726,2018
21105,634.27450530773,2018
21107,699.330914431961,2018
21109,949.31723360156,2018
21111,797.050588545591,2018
21113,906.508918710762,2018
21115,628.890638807802,2018
21117,769.621590590302,2018
21119,708.099960293525,2018
21121,891.628062859689,2018
21123,873.830154596036,2018
21125,891.632720041654,2018
21127,634.960962208995,2018
21129,867.529576970098,2018
21131,722.778447349963,2018
21133,712.893955837286,2018
21135,841.951549812734,2018
21137,1048.13286959781,2018
21139,692.406146926049,2018
21141,704.209096778679,2018
21143,723.733002418016,2018
21145,682.080722139625,2018
21147,839.487624102123,2018
21149,728.874626826112,2018
21151,945.447295139155,2018
21153,722.188129456535,2018
21155,927.66769542065,2018
21157,703.330516949773,2018
21159,683.551969294543,2018
21161,695.208776970562,2018
21163,730.227309311953,2018
21165,815.726704659702,2018
21167,909.898377345204,2018
21169,811.578403936735,2018
21171,811.063554674115,2018
21173,914.55611920503,2018
21175,775.819915168805,2018
21177,665.502977344973,2018
21179,812.39451095302,2018
21181,837.99851126632,2018
21183,779.189521541109,2018
21185,822.986660078568,2018
21187,861.835923525815,2018
21189,875.550806646097,2018
21191,783.54926180436,2018
21193,749.119635374948,2018
21195,718.985739787649,2018
21197,916.96586355757,2018
21199,872.992191753292,2018
21201,753.458454696797,2018
21203,941.277390890246,2018
21205,858.377684737272,2018
21207,866.568644508547,2018
21209,967.812453250697,2018
21211,800.450522095094,2018
21213,781.726970432873,2018
21215,743.281899038749,2018
